Unique ID,Car Type,Year,Makes,Models,Nickname,Year Makes Models,Special Access,Reward,Shop Series,DLC Date/Pack,FE Boost,Rarity,Car Value,Class,PI,S,H,A,L,B,HP,T,Wt,Wt / HP,%,Displ,Aspiration,Engine,Cylinders,Eng,Drive,Track Width,R Tire,Aero or kit Options,Engine Conversions (hp),PI RWD,PI AWD,Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,Added,filter
61,Rally Monsters,1986,Audi,#2 Audi Sport quattro S1,#2 Audi S1,1986 Audi #2 Audi Sport quattro S1,,,S15.3,,,Epic,"375,000",S1,850,6.9,8.0,9.5,8.0,8.1,469,354,2403,5.12,52,2110,T,Inline,5,F,AWD,Rear,275,Preset / rally,none,845,850,none,no,Europe,Germany,,,2,L,4,,WW,3.119,7.200,10.850,173.1,111.0,261.8,1.33,1.47,4.081,9/7/2018,Race
62,Retro Rally,1983,Audi,Sport quattro,Audi Quattro,1983 Audi Sport quattro,Exclusive,Barn Find,,,,Legendary,"175,000",B,621,6.4,5.2,7.1,8.8,5.2,306,258,2807,9.17,55,2134,T,Inline,5,F,AWD,Both,235,Preset / rally,none,631,621,none,eng,Europe,Germany,,,2,L,4,,,4.500,12.500,13.200,157.8,169.8,423.2,0.82,0.81,8.000,9/7/2018,Factory
63,Cult Cars,1964,Austin,FX4 Taxi,Austin Taxi,1964 Austin FX4 Taxi,Exclusive,"Story, S5 Gift",,,,Common,"20,000",D,100,4.5,3.8,3.6,4.5,3.5,68,116,3527,51.87,55,2199,NA,Inline,4,F,RWD,no,165,Widebody,"321, 415, 300",100,100,"T, CS",,Europe,U.K.,,,4,R,4,,"RPC, DD",32.000,na,,90.6,222.8,na,0.64,0.64,na,9/7/2018,Factory
64,Rare Classics,1924,Austin,Seven,Austin Seven,1924 Austin Seven,Exclusive,Super7,,202012 Series 30,,Legendary,"250,000",D,100,3.1,4.1,3.0,3.0,4.4,10,28,772,77.20,52,748,NA,Inline,4,F,RWD,no,115,none,196,100,100,none,,Europe,U.K.,,,2,R,4,,,na,na,,49.5,999.999,na,0.70,0.70,na,12/8/2020,Factory
65,Classic Sports Cars,1965,Austin-Healey,3000 MkIII,3000 MKIII,1965 Austin-Healey 3000 MkIII,,,,,,Rare,"50,000",D,326,5.7,4.0,5.1,6.5,3.6,147,165,2650,18.03,52,2912,NA,Inline,6,F,RWD,Both,185,Street,"321, 510, 300",,,"T, PDS",,Europe,U.K.,,Yes,2,L,4,,SS,9.800,25.000,,131.7,205.4,516.8,0.68,0.68,15.200,9/7/2018,Factory
66,Classic Sports Cars,1958,Austin-Healey,Sprite MkI,Sprite MKI,1958 Austin-Healey Sprite MkI,,,,,,Common,"20,000",D,100,4.3,4.0,3.9,5.6,3.7,45,52,1463,32.51,54,948,NA,Inline,4,F,RWD,Both,145,Forza,"196, 300",100,100,"T, CS",stock,Europe,U.K.,,Yes,2,L,4,,"DvG, mm, OR, RPC, SS",20.900,na,,89.4,216.8,na,0.68,0.67,na,9/7/2018,Factory
67,Vintage Racers,1939,Auto Union,Type D,AutoUnion Type D,1939 Auto Union Type D,,S18,"S7, S22",,,Legendary,"10,000,000",B,692,8.7,5.1,6.0,7.3,4.6,485,413,2823,5.82,42,2990,PDS,V,12,M,RWD,no,200,none,none,692,719,none,no,Europe,Germany,,Yes,1,C,4,,HR,3.800,8.500,12.117,228.2,185.9,478.7,0.75,0.74,4.700,9/7/2018,Race
68,Track Toys,2014,BAC,Mono,BAC Mono,2014 BAC Mono,,S17,,,,Rare,"160,000",S1,900,6.8,10.0,7.5,9.0,10.0,280,206,1354,4.84,48,2300,NA,Inline,4,M,RWD,no,245,none,"300, 475",900,889,none,stock,Europe,U.K.,,Yes,1,C,4,,SS,2.800,6.700,11.517,172.5,112.1,255.1,1.31,1.68,3.900,9/7/2018,Factory
69,GT Cars,2017,Bentley,Continental Supersports,Bentley Cont '17,2017 Bentley Continental Supersports,,,,,,Rare,"200,000",A,798,8.0,6.3,9.2,10.0,7.0,700,749,5029,7.18,58,5998,TT,W,12,F,AWD,Both,275,Forza,none,788,798,none,no,Europe,U.K.,,,2,L,4,,"BRG, HH",3.530,7.890,11.133,210.4,674.2,876.5,0.91,0.92,4.360,9/7/2018,Factory
70,Sports Utility Heroes,2016,Bentley,Bentayga,Bentley Bentayga,2016 Bentley Bentayga,,,,,,Epic,"180,000",A,758,7.5,6.1,7.6,9.4,6.3,599,663,5340,8.91,57,5950,TT,W,12,F,AWD,no,285,Preset / Offroad,none,754,758,none,no,Europe,U.K.,,,5,R,4,,HH,4.381,10.100,11.817,?,?,366.1,0.91,0.90,5.719,9/7/2018,Factory
71,Track Toys,2013,Bentley,Continental GT Speed Forza Edition,Bentley Cont FE,2013 Bentley Continental GT Speed Forza Edition,Exclusive,"Wheelspin, S10, S25","S1, S5",,Clean Skills,FE,"492,000",S1,835,8.0,7.9,7.9,9.5,8.1,617,590,5115,8.29,58,5998,TT,W,12,F,AWD,no,325,Preset / Adjustable,none,832,835,none,,Europe,U.K.,,,2,L,4,,HH,4.000,9.000,,206.1,180.0,390.0,1.33,1.38,5.000,9/28/2018,Upgraded
72,GT Cars,2013,Bentley,Continental GT Speed,Bentley Cont '13,2013 Bentley Continental GT Speed,,,,,,Rare,"242,000",A,774,8.0,6.3,7.8,9.5,6.7,617,590,5115,8.29,58,5998,TT,W,12,F,AWD,Both,275,Preset / Adjustable,none,769,774,none,no,Europe,U.K.,,,2,L,4,,HH,4.000,9.000,11.633,206.7,180.0,388.8,0.91,0.92,5.000,9/7/2018,Factory
73,Retro Saloons,1991,Bentley,Turbo R,Bentley Turbo R,1991 Bentley Turbo R,Exclusive,"S26, S31",,202008 Series 26,,Rare,"250,000",C,546,6.2,5.0,4.9,5.5,4.8,328,487,5313,16.20,51,6750,T,V,8,F,RWD,Both,235,Forza,"510, 602, 700",546,563,TT,stock,Europe,U.K.,,,4,L,4,,HH,6.670,19.350,,148.7,204.3,479.1,0.79,0.78,12.680,8/26/2020,Factory
74,Vintage Racers,1931,Bentley,4-1/2 Liter Supercharged,4-1/2 Liter '31,1931 Bentley 4-1/2 Liter Supercharged,Exclusive,Castle Barn Find,,,,Legendary,"10,000,000",D,200,4.8,3.7,4.0,5.9,3.7,175,310,4395,25.11,56,4398,PDS,Inline,4,F,RWD,no,?,hood straps,"321, 510, 602, 700",403,588,TT,,Europe,U.K.,,Yes,2,R,4,,HR,10.400,39.000,,104.2,210.5,516.0,0.64,0.63,28.600,9/7/2018,Factory
75,Rare Classics,1931,Bentley,8-Liter,Bentley 8 Liter,1931 Bentley 8-Liter,,"Story, S31",S7,,,Legendary,"1,500,000",D,176,4.8,3.7,4.7,5.8,3.7,220,383,5600,25.45,59,7983,NA,Inline,6,F,RWD,Rear,175,Forza,"321, 510, 602, 700",176,205,PDS,,Europe,U.K.,,,4,R,4,,HH,16.000,50.000,,103.8,222.1,527.5,0.64,0.63,34.000,9/7/2018,Factory
76,Modern Sports Cars,2019,BMW,Z4 Roadster,BMW Z4 '19,2019 BMW Z4 Roadster,Exclusive,"S7, S20, S26, Backstage","S10, S13, S16 BF",201903 Series 7,,Common,"35,000",A,722,7.2,6.7,6.8,8.4,6.7,382,369,3252,8.51,50,2998,T,Inline,6,F,RWD,Both,275,Forza,"414, 510, 500",772,771,none,eng,Europe,Germany,,Yes,2,L,4,,,4.400,9.900,,182.8,155.6,370.0,0.94,0.97,5.500,4/4/2019,Factory
77,Super Saloons,2018,BMW,M5,BMW M5 '18,2018 BMW M5,DLC store,Free w/DLC,,201812 Fortune,,Epic,"105,000",S1,806,8.0,6.5,9.3,10.0,7.2,600,553,4370,7.28,55,4395,TT,V,8,F,AWD,Both,285,Forza,602,801,806,none,,Europe,Germany,M5,,5,L,4,,,2.814,6.600,,208.2,?,?,0.92,0.95,3.786,12/13/2018,Factory
78,Modern Super Cars,2018,BMW,i8 Roadster,BMW I8 Roadster,2018 BMW i8 Roadster,DLC store,Free w/DLC,,FH4 Car Pass / OT,,Epic,"150,000",A,776,7.6,6.4,8.5,10.0,6.4,357,420,3671,10.28,49,1500,T,Inline,3,M,AWD,Both,245,Forza,"414, 475, 500",,,none,eng,Europe,Germany,,Yes,2,L,4,,,4.400,10.400,,196.0,150.4,372.1,0.91,0.94,6.000,10/19/2018,Factory
79,Track Toys,2016,BMW,M4 GTS,BMW M4 '16,2016 BMW M4 GTS,,,,,,Rare,"135,000",S1,841,7.4,8.1,6.7,8.4,8.8,493,442,3329,6.75,51,2979,TT,Inline,6,F,RWD,Both,285,Safety Lights,510,,,none,eng,Europe,Germany,,,2,L,4,,AvM,3.710,7.970,11.933,188.6,123.3,291.8,1.09,1.22,4.260,9/7/2018,Factory
80,Super Saloons,2016,BMW,M2 Coupe,BMW M2,2016 BMW M2 Coupe,,,,,,Rare,"69,000",A,737,7.1,6.3,6.4,8.1,6.3,365,369,3450,9.45,51,2979,T,Inline,6,F,RWD,Both,265,Street,"414, 510, 500",,,none,eng,Europe,Germany,,,2,L,4,,AvM,4.200,10.016,12.700,178.6,162.5,382.2,0.90,0.93,5.816,9/7/2018,Factory
81,Modern Super Cars,2015,BMW,i8,BMW I8,2015 BMW i8,,,,,,Rare,"140,000",A,785,7.7,6.6,9.0,10.0,6.6,357,420,3380,9.47,49,1499,T,Inline,3,M,AWD,Both,245,Forza,"414, 475, 500",,,none,eng,Europe,Germany,,,2,L,4,,,3.600,9.000,12.100,198.5,138.8,358.5,0.92,0.96,5.400,9/7/2018,Factory
82,Sports Utility Heroes,2015,BMW,X6 M,BMW X6 M,2015 BMW X6 M,,,,,,Epic,"130,000",A,727,7.1,6.0,7.5,9.4,5.8,567,553,5185,9.14,52,4395,TT,V,8,F,AWD,Both,325,Forza,"602, 700",724,727,none,eng,Europe,Germany,,,5,L,4,,"AvM, HH, DD",4.016,9.816,11.967,179.4,154.0,374.3,0.89,0.89,5.800,9/7/2018,Factory
83,Super Saloons,2014,BMW,M4 Coupe,BMW M4 '14,2014 BMW M4 Coupe,,,,,,Epic,"92,000",A,800,7.7,6.9,6.5,8.2,7.5,431,405,3389,7.86,52,2979,TT,Inline,6,F,RWD,Both,275,Preset / WB,"414, 500",800,799,none,eng,Europe,Germany,,,2,L,4,,AvM,3.913,10.000,13.017,197.0,154.7,347.0,0.94,1.00,6.087,9/7/2018,Factory
84,GT Cars,2013,BMW,M6 Coupe Forza Edition,BMW M6 '13 FE,2013 BMW M6 Coupe Forza Edition,Exclusive,"Wheelspin, S4, S12, S22",,,Drift Skills,FE,"370,000",A,780,7.9,6.3,6.3,7.9,6.8,560,500,4255,7.60,53,4395,TT,V,8,F,RWD,no,295,Preset Forza,"602, 700",,,,eng,Europe,Germany,,,2,L,4,,AvM,,,,,,,,,.000,9/28/2018,Upgraded
85,GT Cars,2013,BMW,M6 Coupe,BMW M6 '13,2013 BMW M6 Coupe,,,,,,Epic,"120,000",A,779,7.9,6.3,6.3,7.9,6.8,560,500,4255,7.60,53,4395,TT,V,8,F,RWD,Both,295,Forza,602,,,none,eng,Europe,Germany,,,2,L,4,,AvM,4.100,8.514,12.200,204.6,159.5,362.0,0.91,0.93,4.414,9/7/2018,Factory
86,Super Saloons,2012,BMW,M5,BMW M5 '12,2012 BMW M5,,,S16.4,,,Rare,"112,000",A,790,7.9,6.6,6.5,8.2,6.7,552,501,4123,7.47,52,4395,TT,V,8,F,RWD,Both,295,Forza,602,790,791,none,eng,Europe,Germany,M5,,5,L,4,,AvM,4.114,9.516,12.533,202.4,159.7,372.0,0.93,0.96,5.402,9/7/2018,Factory
87,Super Saloons,2011,BMW,1 Series M Coupe,BMW 1M,2011 BMW 1 Series M Coupe,,,,,,Rare,"55,000",A,731,7.0,6.4,6.4,8.0,6.4,335,332,3296,9.84,52,2979,TT,Inline,6,F,RWD,Both,265,Street,"414, 510, 500",731,737,T,eng,Europe,Germany,,,2,L,4,,AvM,4.700,11.600,13.150,176.9,159.5,379.3,0.90,0.94,6.900,9/7/2018,Factory
88,Modern Sports Cars,2011,BMW,Z4 sDrive35is,BMW Z4 '11,2011 BMW Z4 sDrive35is,,,,,,Rare,"55,000",A,727,7.2,6.2,6.5,8.2,5.7,335,369,3362,10.04,49,2979,TT,Inline,6,F,RWD,Both,255,Forza,414,,,none,eng,Europe,Germany,,,2,L,4,,,4.700,11.600,13.150,180.7,171.3,416.9,0.89,0.91,6.900,9/7/2018,Factory
89,Sports Utility Heroes,2011,BMW,X5 M,BMW X5 M,2011 BMW X5 M,,,,,,Epic,"100,000",A,708,7.0,5.8,7.4,9.1,5.5,547,501,5368,9.81,51,4395,TT,V,8,F,AWD,Both,315,Preset / Offroad,"602, 700",708,708,none,eng,Europe,Germany,,,5,L,4,,"AvM, HH",4.015,10.000,12.533,175.4,171.4,407.7,0.88,0.87,5.985,9/7/2018,Factory
90,Track Toys,2010,BMW,M3 GTS,BMW E92 M3 GTS,2010 BMW M3 GTS,Exclusive,"S15, S19, S21, S25, S29",,201910 Series 15,,Epic,"250,000",S1,814,7.4,7.6,6.6,8.3,8.0,444,324,3408,7.68,52,4361,NA,V,8,F,RWD,Both,285,adjustable,"510, 500, 602, 850",814,809,"TT, PDS",stock,Europe,Germany,M3,,2,L,4,,,4.100,8.900,,189.5,134.1,318.9,1.06,1.15,4.800,10/21/19,Factory
91,Super Saloons,2009,BMW,M5,BMW M5 '09,2009 BMW M5,,,,,,Rare,"90,000",A,758,7.6,6.5,6.5,8.2,6.6,500,383,4012,8.02,52,4999,NA,V,10,F,RWD,Both,285,Forza,"500, 750",758,756,"TT, CS",stock,Europe,Germany,M5,,4,L,4,,AvM,3.499,9.500,,193.9,160.9,376.7,0.92,0.94,6.001,9/7/2018,Factory
92,Super Saloons,2008,BMW,M3,BMW M3 '08,2008 BMW M3,,,,,,Rare,"48,000",A,745,7.3,6.3,6.3,7.9,6.4,414,295,3649,8.81,52,3999,NA,V,8,F,RWD,Both,265,Preset / WB,"414, 510, 602, 500",745,757,TT,stock,Europe,Germany,M3,,2,L,4,,"AvM, DD",4.100,9.415,12.484,186.6,165.0,383.2,0.90,0.93,5.315,9/7/2018,Factory
93,Modern Sports Cars,2008,BMW,Z4 M Coupe,BMW Z4 '08,2008 BMW Z4 M Coupe,,,,,,Epic,"82,000",A,710,7.0,6.5,6.6,8.3,6.0,330,262,3296,9.99,50,3246,NA,Inline,6,F,RWD,Both,255,Forza,"414, 510",710,721,"T, PDS",stock,Europe,Germany,,,2,L,4,,,4.900,12.200,13.400,176.9,172.9,410.3,0.91,0.94,7.300,9/7/2018,Factory
94,Retro Saloons,2005,BMW,M3,BMW M3 '05,2005 BMW M3,Exclusive,Horizon Life,,,,Common,"33,000",A,706,7.0,6.1,6.4,8.0,5.7,333,262,3415,10.26,50,3246,NA,Inline,6,F,RWD,Both,255,Preset / WB,"327, 414, 510",706,707,"T, CS",stock,Europe,Germany,M3,,2,L,4,,"AvM, DD",4.700,11.600,13.200,176.3,172.6,404.2,0.87,0.90,6.900,9/7/2018,Factory
95,Retro Saloons,2003,BMW,M5,BMW M5 '03,2003 BMW M5,,,,,,Common,"30,000",A,719,7.6,6.0,6.3,7.9,6.0,394,368,3900,9.90,53,4941,NA,V,8,F,RWD,Both,275,Forza,"414, 602, 500",719,728,TT,stock,Europe,Germany,M5,,5,L,4,,,4.815,11.300,12.917,193.0,165.2,393.1,0.88,0.89,6.485,9/7/2018,Factory
96,Track Toys,2002,BMW,M3-GTR,BMW M3-GTR,2002 BMW M3-GTR,Exclusive,"S7, S11, S14, S20, Backstage",,201903 Series 7,,Legendary,"120,000",A,765,7.2,6.9,6.6,8.2,7.0,380,288,2976,7.83,50,3997,NA,V,8,F,RWD,Both,255,Forza,"510, 602",765,776,"TT, PDS",stock,Europe,Germany,,,2,L,4,,,4.000,9.400,,181.9,145.0,354.8,0.94,1.00,5.400,4/4/2019,Factory
97,Retro Sports Cars,2002,BMW,Z3 M Coupe,BMW Z3,2002 BMW Z3 M Coupe,,,,,,Common,"30,000",A,713,6.8,6.1,6.4,8.1,6.1,315,251,2990,9.49,50,3246,NA,Inline,6,F,RWD,Both,245,Forza,"321, 414, 510",713,724,"T, PDS",stock,Europe,Germany,,,3,L,4,,,4.800,11.300,12.817,169.3,164.1,387.9,0.88,0.90,6.500,9/7/2018,Factory
98,Retro Saloons,1997,BMW,M3,BMW M3 '97,1997 BMW M3,,,,,,Common,"35,000",B,694,7.1,5.9,6.3,8.0,5.5,321,258,3219,10.03,50,3201,NA,Inline,6,F,RWD,no,245,Preset / WB,"321, 327, 414",694,710,T,stock,Europe,Germany,M3,,2,L,4,,AvM,5.300,12.200,13.700,173.7,169.4,404.9,0.86,0.88,6.900,9/7/2018,Factory
99,Retro Saloons,1995,BMW,M5,BMW M5 '95,1995 BMW M5,,,,,,Common,"25,000",B,634,7.3,5.5,6.1,7.8,5.4,342,301,3772,11.03,50,3795,NA,Inline,6,F,RWD,Both,245,Aftermarket,"414, 510, 602, 500",634,651,"T, PDS",stock,Europe,Germany,M5,,5,L,4,,"AvM, RPC",5.616,13.900,13.850,181.2,173.5,422.5,0.82,0.85,8.284,9/7/2018,Factory
100,Retro Sports Cars,1995,BMW,850CSi,BMW 850CSi,1995 BMW 850CSi,Exclusive,S29,S31,202011 Series 29,,,"250,000",B,612,7.3,5.2,6.1,7.8,5.1,372,402,4240,11.40,51,5576,NA,V,12,F,RWD,Both,265,Aftermarket,"414, 500, 627",612,626,TT,stock,Europe,Germany,,,2,L,4,,,5.621,12.435,,194.1,175.9,427.0,0.82,0.81,6.814,8/15/2017,Factory
101,Retro Saloons,1991,BMW,M3,BMW M3 '91,1991 BMW M3,,,,,,Rare,"50,000",C,586,6.4,5.4,6.0,7.4,5.0,215,180,2762,12.85,51,2302,NA,Inline,4,F,RWD,Both,225,Street,"321, 414, 300, 500",,,T,stock,Europe,Germany,M3,,2,L,4,,"AvM, HOM",7.018,17.000,15.382,155.6,184.5,463.3,0.82,0.84,9.982,9/7/2018,Factory
102,Retro Saloons,1988,BMW,M5 Forza Edition,BMW M5 '88 FE,1988 BMW M5 Forza Edition,Exclusive,"Wheelspin, S8, S9, S12, S15, S25","S2, S18",,Event Influence,FE,"304,000",B,601,6.5,5.3,6.0,7.6,5.6,282,251,3230,11.45,52,3453,NA,Inline,6,F,RWD,no,225,Preset,"321, 327, 414, 510, 500, 602",,,,stock,Europe,Germany,M5,,5,L,4,,AvM,,,,,,,,,.000,9/28/2018,Upgraded
103,Retro Saloons,1988,BMW,M5,BMW M5 '88,1988 BMW M5,,,,,,Rare,"50,000",C,594,6.5,5.3,6.0,7.7,5.3,282,251,3230,11.45,52,3453,NA,Inline,6,F,RWD,Both,225,Forza,"321, 414, 510, 602, 500",,,"T, CS",stock,Europe,Germany,M5,,5,L,4,,AvM,5.800,14.500,13.883,159.0,172.6,425.9,0.81,0.82,8.700,9/7/2018,Factory
104,Retro Super Cars,1981,BMW,M1,BMW M1,1981 BMW M1,,,,,,Epic,"585,000",B,652,6.6,5.4,6.1,7.2,5.4,277,243,2866,10.35,44,3453,NA,Inline,6,M,RWD,Both,225,Forza,"321, 414, 510, 602, 500",,,TT,stock,Europe,Germany,,,2,L,4,,"AvM, HOM",5.600,13.118,13.817,163.9,164.5,411.8,0.83,0.84,7.518,9/7/2018,Factory
105,Classic Sports Cars,1973,BMW,2002 Turbo,BMW 2002 Turbo,1973 BMW 2002 Turbo,,,,,,Common,"26,000",D,500,5.8,4.6,5.5,5.9,4.5,168,181,2381,14.17,54,1990,T,Inline,4,F,RWD,Both,195,Forza,"321, 212, 414, 300",500,515,none,eng,Europe,Germany,,,1,L,4,,,6.900,18.400,14.900,137.3,198.3,496.2,0.73,0.73,11.500,9/7/2018,Factory
106,Cult Cars,1957,BMW,Isetta 300 Export,BMW Isetta,1957 BMW Isetta 300 Export,,,,,,Rare,"45,000",D,100,3.2,4.0,3.3,3.1,4.0,13,14,920,70.77,55,298,NA,Inline,1,M,RWD,no,115,Forza,"196, 300",100,100,PDS,stock,Europe,Germany,,,1,L,4,,"DvG, mm, OR",F,na,26.806,55.5,F,na,0.69,0.68,na,9/7/2018,Factory
107,Extreme Offroad,2012,Bowler,EXR S,Bowler EXR S,2012 Bowler EXR S,,,S16.2,,,Legendary,"2,000,000",A,760,6.8,6.2,8.8,10.0,6.0,550,461,3858,7.01,51,5000,PDS,V,8,F,AWD,no,305,Forza,"602, 700, 850",,,none,eng,Europe,U.K.,,,3,L,4,,"BRG, DvG, WW",4.020,9.216,11.950,168.1,170.8,404.5,0.90,0.89,5.196,9/7/2018,Factory
108,Extreme Track Toys,2019,Bugatti,Divo,Bugatti Divo,2019 Bugatti Divo,Exclusive,"S15, S26","S19, S22",201910 Series 15,,Legendary,"250,000",S2,958,9.3,9.2,9.9,10.0,9.5,1479,1180,4321,2.92,43,7993,TT,W,16,M,AWD,Both,355,Forza,none,957,958,none,no,Europe,France,,,2,L,4,,,2.400,4.800,,246.5,100.5,232.3,1.46,1.64,2.400,10/21/2019,Factory
109,Hypercars,2018,Bugatti,Chiron,Bugatti Chiron,2018 Bugatti Chiron,,S31,,,,Legendary,"2,400,000",S2,938,10.0,8.3,9.8,10.0,8.7,1479,1180,4398,2.97,52,7993,TT,W,16,M,AWD,Both,355,Forza,none,930,938,none,no,Europe,France,,,2,L,4,,"CS, HR",2.400,4.900,9.283,268.9,110.3,263.4,1.21,1.31,2.500,9/7/2018,Factory
110,Hypercars,2011,Bugatti,Veyron Super Sport,Bugatti Veyron,2011 Bugatti Veyron Super Sport,,"S12, S30",,,,Legendary,"2,200,000",S2,922,9.9,8.0,9.9,10.0,8.4,1183,1105,4044,3.42,45,7993,TT,W,16,M,AWD,Both,365,Safety Lights,none,913,922,none,no,Europe,France,,,2,L,4,,"WFRC, HR",2.400,5.017,9.200,267.5,113.4,278.5,1.11,1.20,2.617,9/7/2018,Factory
111,Retro Super Cars,1992,Bugatti,EB110 Super Sport,Bugatti EB110,1992 Bugatti EB110 Super Sport,,S17.1,S17.2,,,Legendary,"1,700,000",S1,829,8.5,7.1,9.2,9.9,7.4,611,480,3126,5.12,40,3498,TT,V,12,M,AWD,Both,325,Forza,1183,838,829,none,no,Europe,France,,,2,L,4,,"WFRC, CS",3.600,8.200,11.700,225.0,127.3,306.1,1.09,1.21,4.600,9/7/2018,Factory
112,Vintage Racers,1926,Bugatti,Type 35 C,Bugatti T35 C,1926 Bugatti Type 35 C,,"S7, S9, S11, S17, S20, S27",,,,Legendary,"10,000,000",D,374,5.0,4.9,4.4,4.8,4.8,95,95,1676,17.64,55,1991,PDS,Inline,8,F,RWD,no,135,none,300,374,388,none,no,Europe,France,,Yes,2,R,4,x,"OR, HR",10.700,33.800,17.717,112.4,212.2,502.0,0.72,0.71,23.100,9/7/2018,Race
113,Retro Muscle,1987,Buick,Regal GNX,Buick Regal GNX,1987 Buick Regal GNX,,,,,,Rare,"130,000",C,567,6.5,4.7,5.6,7.1,4.5,300,380,3545,11.82,55,3791,T,V,6,F,RWD,Both,255,Preset / Hood,"321, 415",567,588,none,eng,N. America,U.S.,,,2,L,4,,,4.700,12.884,13.483,158.6,200.9,487.3,0.77,0.77,8.184,9/7/2018,Factory
114,Classic Muscle,1970,Buick,GSX,Buick GSX,1970 Buick GSX,Exclusive,"S9, S16, S19, S24","S13, S27",201905 Series 9,,Legendary,"250,000",C,572,6.0,4.8,5.1,6.5,4.4,360,510,3874,10.76,59,7468,NA,V,8,F,RWD,Both,235,Hood,"415, 640, 700, 850",572,598,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,MvT,6.486,13.500,13.483,140.7,207.5,498.4,0.74,0.74,7.014,5/7/2019,Factory
115,Modern Muscle,2016,Cadillac,CTS-V Sedan,Caddy CTS-V '16,2016 Cadillac CTS-V Sedan,,,,,,Common,"80,000",A,785,7.7,6.2,6.3,7.9,6.6,640,630,4128,6.45,53,6162,PDS,V,8,F,RWD,Both,295,Forza,640,,,none,eng,N. America,U.S.,CTS,,4,L,4,,,3.511,7.400,11.600,198.5,151.7,359.7,0.90,0.92,3.889,9/7/2018,Factory
116,Modern Muscle,2016,Cadillac,ATS-V,Caddy ATS-V,2016 Cadillac ATS-V,,,,,,Common,"65,000",A,737,7.5,6.2,6.4,8.1,6.2,464,444,3700,7.97,51,3564,TT,V,6,F,RWD,Both,275,Forza,none,,,none,eng,N. America,U.S.,,,2,L,4,,,4.213,9.900,12.617,185.3,161.6,383.6,0.90,0.92,5.687,9/7/2018,Factory
117,Super Saloons,2013,Cadillac,XTS Limousine,Caddy Limo,2013 Cadillac XTS Limousine,Exclusive,"S10, S14, S24","S5, S17, S33",,,Rare,"48,500",C,534,6.1,5.7,4.6,5.1,5.4,304,264,5500,18.09,60,3564,NA,V,6,F,FWD,Both,255,Forza,"640, 505, 700, 690, 750",555,552,"TT, PDS",stock,N. America,U.S.,,,4,L,4,,HH,9.450,23.700,16.083,144.7,203.6,456.9,0.85,0.84,14.250,9/7/2018,Factory
118,Sports Utility Heroes,2012,Cadillac,Escalade ESV,Caddy Escalade,2012 Cadillac Escalade ESV,Exclusive,"S6, S12, S14, S18, S27",S31,201902 Series 6,,Rare,"250,000",C,564,6.0,5.7,5.0,6.0,5.9,404,416,5982,14.81,52,6162,NA,V,8,F,AWD,no,285,Forza,"415, 640, 700",571,564,"TT, PDS, CS",stock,N. America,U.S.,,,5,L,4,,HH,7.500,20.500,15.000,142.5,191.1,421.1,0.85,0.84,13.000,2/14/2019,Factory
119,Rods and Customs,1959,Cadillac,Eldorado Biarritz Convertible,Cadillac '59,1959 Cadillac Eldorado Biarritz Convertible,DLC store,Free w/DLC,,FH4 Car Pass / OT,,Common,"60,000",D,400,5.9,4.4,5.2,6.6,4.3,345,435,5060,14.67,53,6391,NA,V,8,F,RWD,Front,235,Hood,"415, 640, 700",400,431,"TT, PDS",stock,N. America,U.S.,,Yes,2,L,4,,HH,9.700,24.380,,138.7,207.4,501.8,0.72,0.71,14.680,2/14/2019,Factory
120,Offroad Buggies,2018,Can-Am,Maverick X RS Turbo R,Can-Am Maverick,2018 Can-Am Maverick X RS Turbo R,DLC store,Free w/DLC,,FH4 Car Pass / AT,,Common,"25,000",B,692,5.0,6.5,8.2,10.0,6.4,172,124,1655,9.62,40,900,T,Inline,3,M,AWD,no,255,Spare tire,"196, 300",692,623,none,,N. America,U.S.,,,2,L,4,,RPC,4.383,13.082,,111.8,161.3,382.9,0.86,0.85,8.699,10/23/2018,Factory
121,Track Toys,2013,Caterham,Superlight R500,Caterham R500,2013 Caterham Superlight R500,,,,,,Rare,"82,000",S1,804,6.4,6.9,6.8,7.9,7.1,263,177,1116,4.24,47,1999,NA,Inline,4,F,RWD,Rear,215,Forza,"321, 261, 300, 475",804,812,"T, PDS",stock,Europe,U.K.,,Yes,2,L,4,,SS,2.900,7.000,11.600,155.1,135.1,325.6,1.06,1.05,4.100,9/7/2018,Factory
122,Track Toys,2013,Caterham,Superlight R500 Forza Edition,Caterham R500 FE,2013 Caterham Superlight R500 Forza Edition,Exclusive,"S11, S13, S24",S4,,Drift Skills,FE,"332,000",S1,804,6.4,7.0,6.7,8.4,7.1,263,177,1116,4.24,47,1999,NA,Inline,4,F,RWD,Rear,215,Forza,"321, 261, 300, 475, 690",804,813,"T, PDS",stock,Europe,U.K.,,Yes,2,L,4,,SS,,,,,,,,,.000,9/28/2018,Upgraded
